Date,Transaction Description,Category,Amount,Type
2024-06-24,Gym Membership,Fitness,1800,Debit
2024-01-26,Gym Membership,Fitness,1800,Debit
2023-12-29,Ola,Transport,2273,Debit
2024-06-12,Ola,Transport,1513,Debit
2023-04-17,Amazon,Shopping,1924,Debit
2023-07-31,Blinkit,Groceries,1701,Debit
2024-02-28,Flipkart,Shopping,2019,Debit
2024-08-10,Uber,Transport,1165,Debit
2023-04-09,Flipkart,Shopping,1683,Debit
2023-06-06,Swiggy,Food,1742,Debit
2023-04-08,Swiggy,Food,1053,Debit
2023-03-15,Swiggy,Food,2315,Debit
2023-04-05,Uber,Transport,798,Debit
2023-04-07,Ola,Transport,459,Debit
2023-02-17,Starbucks,Food,799,Debit
2023-11-28,Blinkit,Groceries,1805,Debit
2023-11-05,Flipkart,Shopping,2328,Debit
2023-09-20,Uber,Transport,340,Debit
2023-06-21,Uber,Transport,1827,Debit
2023-07-02,Flipkart,Shopping,569,Debit
2024-12-11,Zomato,Food,1509,Debit
2024-08-19,Ola,Transport,623,Debit
2024-10-14,Starbucks,Food,1154,Debit
2023-05-26,Flipkart,Shopping,1098,Debit
2023-02-24,Amazon,Shopping,2456,Debit
2023-12-03,Blinkit,Groceries,2227,Debit
2024-11-02,Uber,Transport,305,Debit
2023-11-01,Flipkart,Shopping,675,Debit
2023-09-07,Blinkit,Groceries,2471,Debit
2023-09-20,Uber,Transport,669,Debit
2023-11-10,Uber,Transport,2122,Debit
2024-01-25,Blinkit,Groceries,852,Debit
2023-06-29,Flipkart,Shopping,1503,Debit
2024-06-17,Zomato,Food,948,Debit
2024-07-01,Uber,Transport,2001,Debit
2024-02-16,Ola,Transport,1929,Debit
2023-02-13,Ola,Transport,1707,Debit
2023-10-14,Flipkart,Shopping,2359,Debit
2024-03-23,Uber,Transport,2069,Debit
2024-02-09,Zomato,Food,2029,Debit
2023-03-22,Uber,Transport,2398,Debit
2024-10-21,Zomato,Food,2046,Debit
2024-06-24,Electricity Bill,Utilities,1979,Debit
2023-10-13,Amazon,Shopping,2010,Debit
2024-03-04,Swiggy,Food,1818,Debit
2023-06-02,Blinkit,Groceries,1113,Debit
2023-06-30,YouTube Premium,Entertainment,189,Debit
2023-11-18,Swiggy,Food,439,Debit
2023-01-27,Zomato,Food,1264,Debit
2023-06-11,Amazon,Shopping,2286,Debit
2023-12-24,Uber,Transport,2046,Debit
2024-08-23,Amazon,Shopping,2374,Debit
2023-02-19,Ola,Transport,2489,Debit
2024-07-10,Flipkart,Shopping,2332,Debit
2024-02-21,Zomato,Food,1404,Debit
2024-12-25,Ola,Transport,1309,Debit
2023-05-10,Blinkit,Groceries,1008,Debit
2024-03-24,Starbucks,Food,1347,Debit
2024-05-08,Amazon,Shopping,2011,Debit
2023-05-15,Amazon,Shopping,1154,Debit
2023-05-07,Uber,Transport,1779,Debit
2024-08-10,Zomato,Food,1600,Debit
2024-11-19,Blinkit,Groceries,1065,Debit
2023-06-30,Google Drive,Cloud,260,Debit
2023-01-12,Amazon,Shopping,1120,Debit
2023-09-03,Swiggy,Food,2040,Debit
2024-06-08,Ola,Transport,1615,Debit
2023-09-13,Swiggy,Food,2281,Debit
2024-05-13,Ola,Transport,2410,Debit
2023-01-08,Amazon,Shopping,1852,Debit
2023-08-19,Blinkit,Groceries,724,Debit
2023-01-01,Mobile Recharge,Utilities,689,Debit
2024-06-17,Uber,Transport,1948,Debit
2023-01-13,Amazon,Shopping,1812,Debit
2024-03-28,Zomato,Food,1341,Debit
2023-09-14,Amazon,Shopping,2076,Debit
2024-10-14,Uber,Transport,1692,Debit
2024-08-08,Blinkit,Groceries,1329,Debit
2023-05-01,Amazon Prime,Shopping,299,Debit
2024-05-16,Zomato,Food,1479,Debit
2024-04-01,Blinkit,Groceries,945,Debit
2023-06-12,Blinkit,Groceries,2452,Debit
2023-05-29,Amazon,Shopping,1842,Debit
2023-01-15,Starbucks,Food,2012,Debit
2023-01-22,Ola,Transport,1011,Debit
2023-04-15,Starbucks,Food,985,Debit
2024-09-05,Blinkit,Groceries,1960,Debit
2023-08-10,Swiggy,Food,1375,Debit
2024-09-04,Amazon,Shopping,1966,Debit
2024-09-09,Starbucks,Food,1354,Debit
2023-05-06,Uber,Transport,2444,Debit
2024-04-04,Flipkart,Shopping,1138,Debit
2023-06-17,Ola,Transport,2021,Debit
2024-10-08,Uber,Transport,736,Debit
2023-01-19,Swiggy,Food,495,Debit
2024-08-26,Amazon,Shopping,760,Debit
2024-02-05,Starbucks,Food,2167,Debit
2023-09-20,Blinkit,Groceries,777,Debit
2023-03-11,Flipkart,Shopping,1270,Debit
2024-09-02,Ola,Transport,2155,Debit
2024-11-19,Ola,Transport,2016,Debit
2024-06-01,Ola,Transport,1149,Debit
2023-08-29,Amazon Prime,Shopping,299,Debit
2023-02-08,Zomato,Food,1289,Debit
2023-02-09,Swiggy,Food,2472,Debit
2024-09-07,Starbucks,Food,1657,Debit
2024-03-25,Amazon,Shopping,1139,Debit
2024-04-03,Amazon,Shopping,1881,Debit
2024-03-27,Ola,Transport,301,Debit
2023-06-21,Ola,Transport,2012,Debit
2024-01-05,Starbucks,Food,2283,Debit
2023-10-07,Blinkit,Groceries,910,Debit
2024-02-02,Blinkit,Groceries,879,Debit
2024-07-25,Starbucks,Food,1104,Debit
2023-09-14,Zomato,Food,2298,Debit
2023-05-11,Starbucks,Food,822,Debit
2023-12-31,Amazon,Shopping,1654,Debit
2024-01-23,Amazon,Shopping,2181,Debit
2023-01-06,Ola,Transport,1871,Debit
2024-11-19,Amazon,Shopping,2305,Debit
2023-08-26,Amazon,Shopping,1946,Debit
2024-08-23,Starbucks,Food,1897,Debit
2023-05-31,Apple Music,Music,149,Debit
2023-01-17,Swiggy,Food,770,Debit
2024-06-28,Ola,Transport,1482,Debit
2024-11-17,Zomato,Food,446,Debit
2023-11-10,Swiggy,Food,2389,Debit
2023-04-20,Ola,Transport,555,Debit
2023-08-17,Zomato,Food,2023,Debit
2024-08-23,Apple Music,Music,149,Debit
2024-11-09,Uber,Transport,464,Debit
2024-07-06,Zomato,Food,497,Debit
2023-12-23,Blinkit,Groceries,1958,Debit
2023-03-27,Starbucks,Food,928,Debit
2024-01-24,Swiggy,Food,1902,Debit
2023-11-27,Ola,Transport,1356,Debit
2023-07-15,Ola,Transport,1892,Debit
2023-02-16,Flipkart,Shopping,719,Debit
2024-03-14,Amazon,Shopping,1636,Debit
2023-05-25,Starbucks,Food,1954,Debit
2023-10-28,Personal Loan EMI,Loan,8500,Debit
2024-10-26,Amazon,Shopping,1083,Debit
2024-11-25,Ola,Transport,2334,Debit
2023-03-24,Swiggy,Food,1324,Debit
2023-09-29,Swiggy,Food,2098,Debit
2024-09-10,Flipkart,Shopping,981,Debit
2023-07-23,Amazon,Shopping,1233,Debit
2023-01-24,Starbucks,Food,982,Debit
2023-04-01,Internet Bill,Utilities,1184,Debit
2023-09-28,Electricity Bill,Utilities,3152,Debit
2024-07-28,Flipkart,Shopping,1837,Debit
2023-06-20,Amazon,Shopping,1868,Debit
2024-10-22,Amazon Prime,Shopping,299,Debit
2023-01-11,Amazon,Shopping,985,Debit
2024-06-15,Zomato,Food,1877,Debit
2023-12-04,Starbucks,Food,1448,Debit
2024-08-23,Salary,Income,30000,Credit
2023-08-01,Uber,Transport,601,Debit
2023-08-06,Amazon,Shopping,1831,Debit
2023-05-20,Flipkart,Shopping,999,Debit
2023-03-07,Uber,Transport,2086,Debit
2024-09-09,Swiggy,Food,342,Debit
2023-05-01,Personal Loan EMI,Loan,8500,Debit
2023-05-31,Buy Now Pay Later EMI,Loan,3100,Debit
2024-10-07,Flipkart,Shopping,1363,Debit
2023-01-31,Salary,Income,30000,Credit
2024-01-27,Ola,Transport,335,Debit
2024-01-30,Blinkit,Groceries,1247,Debit
2023-03-13,Uber,Transport,1476,Debit
2023-09-16,Ola,Transport,418,Debit
2023-10-28,Flipkart,Shopping,818,Debit
2023-09-06,Blinkit,Groceries,2433,Debit
2024-01-19,Blinkit,Groceries,376,Debit
2023-11-07,Zomato,Food,2397,Debit
2024-10-04,Flipkart,Shopping,304,Debit
2024-06-28,Uber,Transport,566,Debit
2023-07-08,Swiggy,Food,605,Debit
2023-01-07,Amazon,Shopping,1613,Debit
2024-09-16,Ola,Transport,781,Debit
2023-07-24,Swiggy,Food,767,Debit
2023-12-22,Blinkit,Groceries,2164,Debit
2023-10-31,Swiggy,Food,350,Debit
2023-07-21,Starbucks,Food,1893,Debit
2023-08-29,Internet Bill,Utilities,1264,Debit
2024-02-25,Google Drive,Cloud,260,Debit
2024-11-12,Blinkit,Groceries,612,Debit
2023-11-06,Zomato,Food,942,Debit
2024-08-15,Uber,Transport,2354,Debit
2023-08-25,Amazon,Shopping,2326,Debit
2023-06-26,Ola,Transport,1361,Debit
2023-01-31,Amazon,Shopping,1936,Debit
2024-03-19,Blinkit,Groceries,526,Debit
2023-09-09,Ola,Transport,763,Debit
2023-12-09,Starbucks,Food,770,Debit
2024-06-19,Starbucks,Food,457,Debit
2023-11-01,Zomato,Food,748,Debit
2024-02-10,Blinkit,Groceries,1086,Debit
2024-04-04,Flipkart,Shopping,942,Debit
2023-08-19,Ola,Transport,1722,Debit
2023-02-22,Uber,Transport,852,Debit
2024-07-19,Blinkit,Groceries,1704,Debit
2023-08-14,Swiggy,Food,695,Debit
2023-05-21,Amazon,Shopping,1830,Debit
2023-12-02,Zomato,Food,741,Debit
2023-08-21,Blinkit,Groceries,2373,Debit
2024-09-15,Flipkart,Shopping,1402,Debit
2024-01-26,Electricity Bill,Utilities,1969,Debit
2023-01-24,Swiggy,Food,2400,Debit
2023-12-12,Zomato,Food,418,Debit
2024-04-26,Ola,Transport,1684,Debit
2024-10-22,Starbucks,Food,2017,Debit
2024-03-11,Ola,Transport,1104,Debit
2024-04-19,Amazon,Shopping,512,Debit
2023-05-12,Zomato,Food,869,Debit
2024-03-06,Amazon,Shopping,1602,Debit
2023-04-18,Uber,Transport,393,Debit
2023-01-14,Starbucks,Food,1932,Debit
2024-09-14,Amazon,Shopping,835,Debit
2024-11-21,YouTube Premium,Entertainment,189,Debit
2023-09-13,Blinkit,Groceries,933,Debit
2024-09-23,Starbucks,Food,1404,Debit
2024-09-30,Ola,Transport,621,Debit
2024-05-25,Mobile Recharge,Utilities,668,Debit
2023-10-26,Starbucks,Food,1495,Debit
2024-12-26,Ola,Transport,1886,Debit
2024-01-19,Blinkit,Groceries,2208,Debit
2024-07-20,Blinkit,Groceries,1200,Debit
2023-04-03,Swiggy,Food,2161,Debit
2023-12-30,Starbucks,Food,1858,Debit
2024-11-08,Swiggy,Food,922,Debit
2023-04-21,Uber,Transport,304,Debit
2024-10-08,Swiggy,Food,1511,Debit
2024-02-26,Zomato,Food,1849,Debit
2023-01-09,Amazon,Shopping,2006,Debit
2024-09-05,Ola,Transport,894,Debit
2024-08-10,Ola,Transport,1363,Debit
2024-09-22,Hotstar,Entertainment,399,Debit
2024-08-19,Uber,Transport,1686,Debit
2023-02-03,Uber,Transport,313,Debit
2023-02-15,Zomato,Food,1419,Debit
2024-04-05,Zomato,Food,1348,Debit
2023-06-07,Amazon,Shopping,697,Debit
2024-08-14,Flipkart,Shopping,1512,Debit
2023-07-30,Apple Music,Music,149,Debit
2023-05-31,Blinkit,Groceries,2348,Debit
2023-10-28,Amazon Prime,Shopping,299,Debit
2023-10-27,Ola,Transport,536,Debit
2024-08-18,Ola,Transport,621,Debit
2024-08-28,Amazon,Shopping,2357,Debit
2023-04-15,Zomato,Food,659,Debit
2023-08-10,Uber,Transport,1399,Debit
2024-04-24,Amazon,Shopping,2119,Debit
2023-02-20,Uber,Transport,1979,Debit
2024-06-03,Starbucks,Food,1245,Debit
2023-03-02,Amazon,Shopping,1571,Debit
2024-04-23,Zomato,Food,1267,Debit
2024-02-24,Ola,Transport,824,Debit
2024-09-01,Zomato,Food,971,Debit
2023-06-30,Spotify,Music,199,Debit
2024-07-24,Google Drive,Cloud,260,Debit
2023-04-16,Flipkart,Shopping,1892,Debit
2023-01-25,Ola,Transport,959,Debit
2023-03-10,Uber,Transport,558,Debit
2024-01-28,Amazon,Shopping,1776,Debit
2023-10-08,Flipkart,Shopping,952,Debit
2024-02-25,Gym Membership,Fitness,1800,Debit
2023-11-20,Blinkit,Groceries,1178,Debit
2024-07-21,Starbucks,Food,1769,Debit
2024-12-01,Zomato,Food,1526,Debit
2024-05-05,Starbucks,Food,1582,Debit
2023-11-03,Starbucks,Food,776,Debit
2024-06-30,Blinkit,Groceries,945,Debit
2023-01-31,Electricity Bill,Utilities,3414,Debit
2023-10-22,Ola,Transport,1948,Debit
2024-05-25,Internet Bill,Utilities,1109,Debit
2024-07-26,Uber,Transport,1853,Debit
2023-07-30,Electricity Bill,Utilities,2111,Debit
2024-05-22,Starbucks,Food,2434,Debit
2024-01-06,Amazon,Shopping,1203,Debit
2024-07-20,Blinkit,Groceries,1727,Debit
2024-09-28,Amazon,Shopping,2205,Debit
2024-11-22,Starbucks,Food,1303,Debit
2023-10-28,Netflix,Entertainment,549,Debit
2023-08-09,Uber,Transport,447,Debit
2023-09-28,Personal Loan EMI,Loan,8500,Debit
2024-08-18,Uber,Transport,1593,Debit
2024-06-06,Flipkart,Shopping,2146,Debit
2023-06-18,Swiggy,Food,307,Debit
2024-10-20,Flipkart,Shopping,1700,Debit
2024-06-25,Swiggy,Food,1637,Debit
2023-11-14,Amazon,Shopping,733,Debit
2023-11-26,Flipkart,Shopping,507,Debit
2023-04-29,Starbucks,Food,1036,Debit
2023-09-13,Blinkit,Groceries,910,Debit
2023-02-23,Starbucks,Food,694,Debit
2024-06-28,Amazon,Shopping,1625,Debit
2024-06-08,Uber,Transport,1051,Debit
2024-07-28,Blinkit,Groceries,1446,Debit
2024-08-11,Ola,Transport,694,Debit
2023-07-30,Mobile Recharge,Utilities,841,Debit
2023-04-25,Starbucks,Food,360,Debit
2024-11-13,Amazon,Shopping,794,Debit
2023-06-16,Swiggy,Food,1628,Debit
2023-08-27,Starbucks,Food,1254,Debit
2024-10-30,Ola,Transport,2055,Debit
2023-06-25,Swiggy,Food,738,Debit
2023-10-19,Amazon,Shopping,1125,Debit
2024-06-18,Flipkart,Shopping,2472,Debit
2023-04-01,Personal Loan EMI,Loan,8500,Debit
2024-09-14,Zomato,Food,1511,Debit
2024-06-04,Starbucks,Food,1348,Debit
2023-10-17,Flipkart,Shopping,1576,Debit
2024-03-18,Swiggy,Food,1139,Debit
2024-02-09,Flipkart,Shopping,1527,Debit
2024-06-24,Apple Music,Music,149,Debit
2023-04-08,Ola,Transport,2417,Debit
2024-01-01,Ola,Transport,2299,Debit
2024-01-24,Uber,Transport,373,Debit
2024-06-26,Flipkart,Shopping,547,Debit
2023-05-30,Ola,Transport,657,Debit
2023-07-31,Ola,Transport,2101,Debit
2023-11-11,Uber,Transport,455,Debit
2024-09-05,Starbucks,Food,1819,Debit
2023-09-01,Ola,Transport,1721,Debit
2024-08-20,Swiggy,Food,536,Debit
2023-07-04,Uber,Transport,2118,Debit
2023-05-31,Internet Bill,Utilities,1272,Debit
2023-12-29,Flipkart,Shopping,1793,Debit
2023-11-23,Ola,Transport,1980,Debit
2023-11-15,Flipkart,Shopping,658,Debit
2023-10-12,Amazon,Shopping,766,Debit
2023-07-29,Blinkit,Groceries,587,Debit
2024-04-16,Swiggy,Food,966,Debit
2023-03-18,Blinkit,Groceries,1129,Debit
2024-06-17,Blinkit,Groceries,2302,Debit
2024-05-02,Blinkit,Groceries,1754,Debit
2024-05-01,Flipkart,Shopping,708,Debit
2023-09-01,Uber,Transport,1987,Debit
2024-06-16,Zomato,Food,1821,Debit
2023-06-06,Flipkart,Shopping,972,Debit
2023-04-11,Uber,Transport,2228,Debit
2024-12-06,Ola,Transport,925,Debit
2024-12-21,Electricity Bill,Utilities,2942,Debit
2024-04-10,Ola,Transport,2057,Debit
2024-05-30,Ola,Transport,873,Debit
2024-02-23,Starbucks,Food,1001,Debit
2024-03-05,Uber,Transport,2449,Debit
2024-01-14,Zomato,Food,1096,Debit
2023-05-27,Ola,Transport,2235,Debit
2023-03-23,Amazon,Shopping,1542,Debit
2024-11-24,Ola,Transport,2422,Debit
2023-10-29,Starbucks,Food,816,Debit
2024-07-19,Blinkit,Groceries,1616,Debit
2024-01-09,Amazon,Shopping,1967,Debit
2023-02-18,Blinkit,Groceries,2044,Debit
2024-04-27,Swiggy,Food,1204,Debit
2024-06-14,Starbucks,Food,1543,Debit
2024-08-16,Swiggy,Food,1336,Debit
2024-06-23,Uber,Transport,2114,Debit
2024-08-23,Mobile Recharge,Utilities,701,Debit
2024-03-29,Uber,Transport,1480,Debit
2023-11-26,Swiggy,Food,1182,Debit
2023-02-10,Zomato,Food,952,Debit
2024-06-24,Ola,Transport,339,Debit
2024-07-03,Starbucks,Food,1151,Debit
2023-01-28,Starbucks,Food,383,Debit
2024-10-21,Blinkit,Groceries,1684,Debit
2024-10-03,Amazon,Shopping,570,Debit
2024-12-23,Amazon,Shopping,1287,Debit
2023-06-30,Personal Loan EMI,Loan,8500,Debit
2024-10-09,Ola,Transport,1510,Debit
2023-05-01,Buy Now Pay Later EMI,Loan,3100,Debit
2024-07-01,Swiggy,Food,411,Debit
2023-04-20,Ola,Transport,1590,Debit
2023-07-31,Zomato,Food,1427,Debit
2024-03-27,Blinkit,Groceries,1554,Debit
2023-12-02,Flipkart,Shopping,625,Debit
2024-04-25,Hotstar,Entertainment,399,Debit
2024-12-24,Zomato,Food,571,Debit
2023-05-30,Starbucks,Food,438,Debit
2024-11-23,Uber,Transport,425,Debit
2023-09-30,Starbucks,Food,1013,Debit
2024-04-25,Salary,Income,28000,Credit
2023-10-28,Mobile Recharge,Utilities,816,Debit
2023-01-01,Zomato,Food,786,Debit
2023-08-23,Ola,Transport,1711,Debit
2024-06-07,Amazon,Shopping,1287,Debit
2023-02-28,Flipkart,Shopping,1936,Debit
2024-06-29,Blinkit,Groceries,1352,Debit
2024-03-09,Flipkart,Shopping,558,Debit
2023-04-05,Zomato,Food,817,Debit
2023-07-25,Starbucks,Food,1077,Debit
2023-01-18,Flipkart,Shopping,1995,Debit
2024-03-21,Uber,Transport,607,Debit
2024-03-20,Blinkit,Groceries,2206,Debit
2023-02-27,Zomato,Food,1228,Debit
2024-07-24,Blinkit,Groceries,2385,Debit
2024-08-26,Uber,Transport,612,Debit
2024-05-25,Personal Loan EMI,Loan,8500,Debit
2024-04-28,Zomato,Food,1473,Debit
2023-01-01,Buy Now Pay Later EMI,Loan,3100,Debit
2023-08-15,Amazon,Shopping,2145,Debit
2023-10-12,Starbucks,Food,2364,Debit
2023-02-16,Blinkit,Groceries,2121,Debit
2024-09-22,Netflix,Entertainment,549,Debit
2023-07-21,Uber,Transport,1500,Debit
2023-06-07,Amazon,Shopping,1355,Debit
2024-07-05,Swiggy,Food,1424,Debit
2024-01-26,Credit Card EMI,Loan,4200,Debit
2024-08-23,Amazon Prime,Shopping,299,Debit
2023-05-31,Personal Loan EMI,Loan,8500,Debit
2023-11-14,Starbucks,Food,1490,Debit
2024-09-29,Uber,Transport,1513,Debit
2024-06-20,Amazon,Shopping,1118,Debit
2023-11-21,Ola,Transport,2479,Debit
2023-12-27,Mobile Recharge,Utilities,672,Debit
2024-02-17,Flipkart,Shopping,652,Debit
2024-10-15,Starbucks,Food,2084,Debit
2024-10-30,Uber,Transport,1031,Debit
2024-09-19,Swiggy,Food,1574,Debit
2024-03-22,Starbucks,Food,1018,Debit
2023-10-22,Zomato,Food,1337,Debit
2024-03-24,Zomato,Food,1483,Debit
2023-09-02,Starbucks,Food,1962,Debit
2023-10-15,Ola,Transport,819,Debit
2024-07-17,Swiggy,Food,436,Debit
2024-08-26,Uber,Transport,499,Debit
2024-10-11,Flipkart,Shopping,2264,Debit
2023-07-10,Flipkart,Shopping,1195,Debit
2023-01-12,Swiggy,Food,730,Debit
2024-06-16,Uber,Transport,2254,Debit
2023-06-09,Uber,Transport,856,Debit
2024-02-25,Salary,Income,32000,Credit
2024-12-21,Gym Membership,Fitness,1800,Debit
2023-02-05,Starbucks,Food,1126,Debit
2023-04-09,Zomato,Food,985,Debit
2023-10-13,Flipkart,Shopping,708,Debit
2023-02-18,Amazon,Shopping,2324,Debit
2023-10-29,Uber,Transport,2380,Debit
2023-04-01,Flipkart,Shopping,1434,Debit
2023-06-21,Ola,Transport,2294,Debit
2024-04-11,Blinkit,Groceries,1371,Debit
2024-04-27,Flipkart,Shopping,2100,Debit
2023-02-26,Blinkit,Groceries,1190,Debit
2023-07-30,Zomato,Food,656,Debit
2023-08-27,Swiggy,Food,817,Debit
2023-10-15,Amazon,Shopping,574,Debit
2023-07-19,Blinkit,Groceries,2369,Debit
2024-12-12,Uber,Transport,1502,Debit
2024-04-22,Ola,Transport,367,Debit
2023-05-31,Gym Membership,Fitness,1800,Debit
2023-06-11,Zomato,Food,358,Debit
2024-06-24,Spotify,Music,199,Debit
2024-02-15,Swiggy,Food,520,Debit
2024-09-26,Ola,Transport,647,Debit
2024-07-28,Zomato,Food,1523,Debit
2023-09-15,Starbucks,Food,487,Debit
2023-10-26,Amazon,Shopping,2155,Debit
2024-10-25,Flipkart,Shopping,2134,Debit
2023-04-23,Blinkit,Groceries,1450,Debit
2023-08-08,Flipkart,Shopping,2082,Debit
2023-09-07,Starbucks,Food,1792,Debit
2024-07-12,Blinkit,Groceries,1978,Debit
2024-02-08,Flipkart,Shopping,496,Debit
2023-09-16,Zomato,Food,2154,Debit
2023-01-31,Hotstar,Entertainment,399,Debit
2024-09-27,Uber,Transport,2076,Debit
2024-11-26,Starbucks,Food,654,Debit
2024-11-09,Ola,Transport,1760,Debit
2024-02-19,Blinkit,Groceries,2088,Debit
2024-12-14,Starbucks,Food,2135,Debit
2024-02-24,Amazon,Shopping,1260,Debit
2024-05-25,Credit Card EMI,Loan,4200,Debit
2024-03-27,Amazon,Shopping,1733,Debit
2023-07-09,Starbucks,Food,1016,Debit
2023-08-13,Swiggy,Food,2269,Debit
2023-11-16,Swiggy,Food,1980,Debit
2024-12-27,Blinkit,Groceries,896,Debit
2024-09-19,Zomato,Food,2468,Debit
2024-04-09,Flipkart,Shopping,1282,Debit
2023-01-17,Ola,Transport,2183,Debit
2023-11-29,Starbucks,Food,2394,Debit
2023-05-07,Swiggy,Food,595,Debit
2024-03-01,Ola,Transport,928,Debit
2024-06-23,Zomato,Food,1433,Debit
2024-05-24,Ola,Transport,2400,Debit
2024-01-26,YouTube Premium,Entertainment,189,Debit
2023-03-24,Swiggy,Food,1004,Debit
2023-06-24,Starbucks,Food,1021,Debit
2023-12-06,Starbucks,Food,2282,Debit
2023-07-28,Amazon,Shopping,388,Debit
2023-12-27,Salary,Income,32000,Credit
2024-05-08,Zomato,Food,2153,Debit
2023-10-04,Blinkit,Groceries,329,Debit
2023-11-20,Amazon,Shopping,1982,Debit
2023-05-12,Uber,Transport,2499,Debit
2024-04-23,Flipkart,Shopping,1240,Debit
2023-06-22,Blinkit,Groceries,2437,Debit
2024-01-17,Amazon,Shopping,1089,Debit
2024-07-20,Zomato,Food,1771,Debit
2023-09-29,Swiggy,Food,595,Debit
2024-07-24,Zomato,Food,2261,Debit
2024-07-06,Uber,Transport,2218,Debit
2024-02-12,Starbucks,Food,1269,Debit
2024-08-03,Amazon,Shopping,1405,Debit
2024-11-15,Amazon,Shopping,329,Debit
2024-03-03,Amazon,Shopping,1104,Debit
2024-04-08,Swiggy,Food,1176,Debit
2024-09-09,Amazon,Shopping,666,Debit
2024-05-06,Flipkart,Shopping,1406,Debit
2024-01-06,Blinkit,Groceries,1351,Debit
2023-06-18,Uber,Transport,1216,Debit
2023-04-21,Zomato,Food,643,Debit
2024-04-20,Swiggy,Food,2448,Debit
2023-03-01,Zomato,Food,319,Debit
2024-10-28,Uber,Transport,1695,Debit
2023-02-12,Zomato,Food,388,Debit
2024-11-14,Flipkart,Shopping,1892,Debit
2024-12-28,Blinkit,Groceries,2025,Debit
2023-05-08,Amazon,Shopping,1209,Debit
2024-08-22,Starbucks,Food,1436,Debit
2024-10-04,Zomato,Food,1541,Debit
2023-06-01,Swiggy,Food,2464,Debit
2024-09-22,Personal Loan EMI,Loan,8500,Debit
2023-08-13,Swiggy,Food,2417,Debit
2023-04-03,Zomato,Food,2282,Debit
2023-04-24,Swiggy,Food,1015,Debit
2023-05-14,Starbucks,Food,2428,Debit
2024-01-28,Ola,Transport,1279,Debit
2024-11-08,Ola,Transport,993,Debit
2023-11-27,Apple Music,Music,149,Debit
2023-02-14,Flipkart,Shopping,2336,Debit
2024-12-22,Uber,Transport,321,Debit
2023-01-02,Amazon,Shopping,1013,Debit
2024-05-28,Starbucks,Food,1641,Debit
2023-09-12,Zomato,Food,2438,Debit
2024-05-07,Zomato,Food,1286,Debit
2023-10-28,Starbucks,Food,1843,Debit
2024-12-31,Blinkit,Groceries,1863,Debit
2024-11-21,Mobile Recharge,Utilities,825,Debit
2023-04-11,Flipkart,Shopping,1535,Debit
2023-11-04,Amazon,Shopping,376,Debit
2023-07-26,Blinkit,Groceries,1718,Debit
2024-03-12,Swiggy,Food,1268,Debit
2023-12-27,Apple Music,Music,149,Debit
2023-02-13,Swiggy,Food,2077,Debit
2023-04-06,Uber,Transport,1203,Debit
2023-12-18,Starbucks,Food,1711,Debit
2024-12-12,Ola,Transport,2152,Debit
2024-06-10,Starbucks,Food,1393,Debit
2024-09-24,Starbucks,Food,1083,Debit
2023-10-02,Blinkit,Groceries,1029,Debit
2024-06-06,Amazon,Shopping,1278,Debit
2024-11-21,Swiggy,Food,1155,Debit
2024-06-04,Flipkart,Shopping,802,Debit
2023-05-01,Netflix,Entertainment,549,Debit
2024-09-06,Amazon,Shopping,1584,Debit
2023-10-20,Swiggy,Food,2261,Debit
2024-09-12,Uber,Transport,2237,Debit
2023-12-11,Uber,Transport,2171,Debit
2023-01-26,Blinkit,Groceries,2435,Debit
2024-08-29,Flipkart,Shopping,2008,Debit
2023-06-25,Blinkit,Groceries,1191,Debit
2023-10-01,Ola,Transport,384,Debit
2023-09-04,Uber,Transport,785,Debit
2023-01-16,Blinkit,Groceries,994,Debit
2023-01-21,Zomato,Food,2285,Debit
2023-08-07,Amazon,Shopping,1827,Debit
2024-01-17,Amazon,Shopping,2229,Debit
2024-05-25,Electricity Bill,Utilities,3386,Debit
2024-09-01,Swiggy,Food,2271,Debit
2023-08-31,Zomato,Food,1016,Debit
2024-02-26,Zomato,Food,1865,Debit
2024-05-30,Swiggy,Food,1796,Debit
2024-10-18,Flipkart,Shopping,1117,Debit
2023-03-24,Swiggy,Food,952,Debit
2023-05-13,Zomato,Food,2273,Debit
2023-07-30,Spotify,Music,199,Debit
2024-04-18,Uber,Transport,308,Debit
2024-12-04,Zomato,Food,1858,Debit
2023-09-03,Flipkart,Shopping,1221,Debit
2023-06-02,Swiggy,Food,1354,Debit
2023-09-05,Zomato,Food,1883,Debit
2023-02-15,Ola,Transport,563,Debit
2024-10-18,Zomato,Food,2347,Debit
2023-08-10,Amazon,Shopping,572,Debit
2023-03-02,Netflix,Entertainment,549,Debit
2024-03-16,Uber,Transport,1662,Debit
2024-10-23,Zomato,Food,1170,Debit
2024-02-13,Uber,Transport,323,Debit
2024-05-22,Amazon,Shopping,1376,Debit
2023-03-19,Ola,Transport,937,Debit
2023-04-19,Amazon,Shopping,1748,Debit
2023-03-02,Amazon Prime,Shopping,299,Debit
2023-11-14,Ola,Transport,1749,Debit
2024-10-15,Starbucks,Food,705,Debit
2023-10-12,Zomato,Food,1003,Debit
2023-12-26,Swiggy,Food,1003,Debit
2024-11-21,Netflix,Entertainment,549,Debit
2023-11-25,Blinkit,Groceries,1681,Debit
2023-07-12,Blinkit,Groceries,2244,Debit
